id,clave_entidad,nombre_entidad,clave_municipio,nombre_municipio,poblacion_total
1152,20,OAXACA,142,SAN FRANCISCO HUEHUETLAN,842
1153,20,OAXACA,143,SAN FRANCISCO IXHUATAN,9461
1154,20,OAXACA,144,SAN FRANCISCO JALTEPETONGO,1075
1155,20,OAXACA,145,SAN FRANCISCO LACHIGOLO,5215
1156,20,OAXACA,146,SAN FRANCISCO LOGUECHE,2803
1157,20,OAXACA,147,SAN FRANCISCO NUXAÑO,376
1158,20,OAXACA,148,SAN FRANCISCO OZOLOTEPEC,2182
1159,20,OAXACA,149,SAN FRANCISCO SOLA,2019
1160,20,OAXACA,150,SAN FRANCISCO TELIXTLAHUACA,13856
1161,20,OAXACA,151,SAN FRANCISCO TEOPAN,312
1162,20,OAXACA,152,SAN FRANCISCO TLAPANCINGO,2472
1163,20,OAXACA,153,SAN GABRIEL MIXTEPEC,4910
1164,20,OAXACA,154,SAN ILDEFONSO AMATLAN,2329
1165,20,OAXACA,155,SAN ILDEFONSO SOLA,1060
1166,20,OAXACA,156,SAN ILDEFONSO VILLA ALTA,3677
1167,20,OAXACA,157,SAN JACINTO AMILPAS,16827
1168,20,OAXACA,158,SAN JACINTO TLACOTEPEC,2233
1169,20,OAXACA,159,SAN JERONIMO COATLAN,5537
1170,20,OAXACA,160,SAN JERONIMO SILACAYOAPILLA,1429
1171,20,OAXACA,161,SAN JERONIMO SOSOLA,2730
1172,20,OAXACA,162,SAN JERONIMO TAVICHE,2046
1173,20,OAXACA,163,SAN JERONIMO TECOATL,1577
1174,20,OAXACA,164,SAN JORGE NUCHITA,2881
1175,20,OAXACA,165,SAN JOSE AYUQUILA,1629
1176,20,OAXACA,166,SAN JOSE CHILTEPEC,11310
1177,20,OAXACA,167,SAN JOSE DEL PEÑASCO,2149
1178,20,OAXACA,168,SAN JOSE ESTANCIA GRANDE,938
1179,20,OAXACA,169,SAN JOSE INDEPENDENCIA,4251
1180,20,OAXACA,170,SAN JOSE LACHIGUIRI,3700
1181,20,OAXACA,171,SAN JOSE TENANGO,18102
1182,20,OAXACA,172,SAN JUAN ACHIUTLA,408
1183,20,OAXACA,173,SAN JUAN ATEPEC,1457
1184,20,OAXACA,174,ANIMAS TRUJANO,4564
1185,20,OAXACA,175,SAN JUAN BAUTISTA ATATLAHUCA,1424
1186,20,OAXACA,176,SAN JUAN BAUTISTA COIXTLAHUACA,2725
1187,20,OAXACA,177,SAN JUAN BAUTISTA CUICATLAN,10365
1188,20,OAXACA,178,SAN JUAN BAUTISTA GUELACHE,6692
1189,20,OAXACA,179,SAN JUAN BAUTISTA JAYACATLAN,1447
1190,20,OAXACA,180,SAN JUAN BAUTISTA LO DE SOTO,2344
1191,20,OAXACA,181,SAN JUAN BAUTISTA SUCHITEPEC,453
1192,20,OAXACA,182,SAN JUAN BAUTISTA TLACOATZINTEPEC,2181
1193,20,OAXACA,183,SAN JUAN BAUTISTA TLACHICHILCO,1475
1194,20,OAXACA,184,SAN JUAN BAUTISTA TUXTEPEC,159452
1195,20,OAXACA,185,SAN JUAN CACAHUATEPEC,8939
1196,20,OAXACA,186,SAN JUAN CIENEGUILLA,524
1197,20,OAXACA,187,SAN JUAN COATZOSPAM,1808
1198,20,OAXACA,188,SAN JUAN COLORADO,9609
1199,20,OAXACA,189,SAN JUAN COMALTEPEC,3116
1200,20,OAXACA,190,SAN JUAN COTZOCON,22444
1201,20,OAXACA,191,SAN JUAN CHICOMEZUCHIL,296
1202,20,OAXACA,192,SAN JUAN CHILATECA,1522
1203,20,OAXACA,193,SAN JUAN DEL ESTADO,2807
1204,20,OAXACA,194,SAN JUAN DEL RIO,1372
1205,20,OAXACA,195,SAN JUAN DIUXI,1056
1206,20,OAXACA,196,SAN JUAN EVANGELISTA ANALCO,407
1207,20,OAXACA,197,SAN JUAN GUELAVIA,3288
1208,20,OAXACA,198,SAN JUAN GUICHICOVI,29802
1209,20,OAXACA,199,SAN JUAN IHUALTEPEC,494
1210,20,OAXACA,200,SAN JUAN JUQUILA MIXES,3703
1211,20,OAXACA,201,SAN JUAN JUQUILA VIJANOS,1880
1212,20,OAXACA,202,SAN JUAN LACHAO,4577
1213,20,OAXACA,203,SAN JUAN LACHIGALLA,3538
1214,20,OAXACA,204,SAN JUAN LAJARCIA,634
1215,20,OAXACA,205,SAN JUAN LALANA,16989
1216,20,OAXACA,206,SAN JUAN DE LOS CUES,2421
1217,20,OAXACA,207,SAN JUAN MAZATLAN,19032
1218,20,OAXACA,208,SAN JUAN MIXTEPEC,6941
1219,20,OAXACA,209,SAN JUAN MIXTEPEC,607
1220,20,OAXACA,210,SAN JUAN ÑUMI,5773
1221,20,OAXACA,211,SAN JUAN OZOLOTEPEC,3411
1222,20,OAXACA,212,SAN JUAN PETLAPA,3117
1223,20,OAXACA,213,SAN JUAN QUIAHIJE,4203
1224,20,OAXACA,214,SAN JUAN QUIOTEPEC,2033
1225,20,OAXACA,215,SAN JUAN SAYULTEPEC,879
1226,20,OAXACA,216,SAN JUAN TABAA,1241
1227,20,OAXACA,217,SAN JUAN TAMAZOLA,3325
1228,20,OAXACA,218,SAN JUAN TEITA,544
1229,20,OAXACA,219,SAN JUAN TEITIPAC,2668
1230,20,OAXACA,220,SAN JUAN TEPEUXILA,2692
1231,20,OAXACA,221,SAN JUAN TEPOSCOLULA,1494
1232,20,OAXACA,222,SAN JUAN YAEE,1426
1233,20,OAXACA,223,SAN JUAN YATZONA,440
1234,20,OAXACA,224,SAN JUAN YUCUITA,643
1235,20,OAXACA,225,SAN LORENZO,5903
1236,20,OAXACA,226,SAN LORENZO ALBARRADAS,2971
1237,20,OAXACA,227,SAN LORENZO CACAOTEPEC,18339
1238,20,OAXACA,228,SAN LORENZO CUAUNECUILTITLA,833
1239,20,OAXACA,229,SAN LORENZO TEXMELUCAN,9148
1240,20,OAXACA,230,SAN LORENZO VICTORIA,932
1241,20,OAXACA,231,SAN LUCAS CAMOTLAN,3187
1242,20,OAXACA,232,SAN LUCAS OJITLAN,22185
1243,20,OAXACA,233,SAN LUCAS QUIAVINI,1720
1244,20,OAXACA,234,SAN LUCAS ZOQUIAPAM,7163
1245,20,OAXACA,235,SAN LUIS AMATLAN,3829
1246,20,OAXACA,236,SAN MARCIAL OZOLOTEPEC,1372
1247,20,OAXACA,237,SAN MARCOS ARTEAGA,1568
1248,20,OAXACA,238,SAN MARTIN DE LOS CANSECOS,994
1249,20,OAXACA,239,SAN MARTIN HUAMELULPAM,1000
1250,20,OAXACA,240,SAN MARTIN ITUNYOSO,2749
1251,20,OAXACA,241,SAN MARTIN LACHILA,1034
1252,20,OAXACA,242,SAN MARTIN PERAS,12436
1253,20,OAXACA,243,SAN MARTIN TILCAJETE,1975
1254,20,OAXACA,244,SAN MARTIN TOXPALAN,3934
1255,20,OAXACA,245,SAN MARTIN ZACATEPEC,1324
1256,20,OAXACA,246,SAN MATEO CAJONOS,611
1257,20,OAXACA,247,CAPULALPAM DE MENDEZ,1619
1258,20,OAXACA,248,SAN MATEO DEL MAR,15571
1259,20,OAXACA,249,SAN MATEO YOLOXOCHITLAN,3831
1260,20,OAXACA,250,SAN MATEO ETLATONGO,1239
1261,20,OAXACA,251,SAN MATEO NEJAPAM,1217
1262,20,OAXACA,252,SAN MATEO PEÑASCO,2384
1263,20,OAXACA,253,SAN MATEO PIÑAS,2021
1264,20,OAXACA,254,SAN MATEO RIO HONDO,3207
1265,20,OAXACA,255,SAN MATEO SINDIHUI,1977
1266,20,OAXACA,256,SAN MATEO TLAPILTEPEC,229
1267,20,OAXACA,257,SAN MELCHOR BETAZA,1052
1268,20,OAXACA,258,SAN MIGUEL ACHIUTLA,698
1269,20,OAXACA,259,SAN MIGUEL AHUEHUETITLAN,2142
1270,20,OAXACA,260,SAN MIGUEL ALOAPAM,2191
1271,20,OAXACA,261,SAN MIGUEL AMATITLAN,6932
1272,20,OAXACA,262,SAN MIGUEL AMATLAN,991
1273,20,OAXACA,263,SAN MIGUEL COATLAN,3184
1274,20,OAXACA,264,SAN MIGUEL CHICAHUA,2169
1275,20,OAXACA,265,SAN MIGUEL CHIMALAPA,6711
1276,20,OAXACA,266,SAN MIGUEL DEL PUERTO,8551
1277,20,OAXACA,267,SAN MIGUEL DEL RIO,245
1278,20,OAXACA,268,SAN MIGUEL EJUTLA,1149
1279,20,OAXACA,269,SAN MIGUEL EL GRANDE,4313
1280,20,OAXACA,270,SAN MIGUEL HUAUTLA,1311
1281,20,OAXACA,271,SAN MIGUEL MIXTEPEC,3194
1282,20,OAXACA,272,SAN MIGUEL PANIXTLAHUACA,6252
1283,20,OAXACA,273,SAN MIGUEL PERAS,3818
1284,20,OAXACA,274,SAN MIGUEL PIEDRAS,1328
1285,20,OAXACA,275,SAN MIGUEL QUETZALTEPEC,7286
1286,20,OAXACA,276,SAN MIGUEL SANTA FLOR,691
1287,20,OAXACA,277,VILLA SOLA DE VEGA,12350
1288,20,OAXACA,278,SAN MIGUEL SOYALTEPEC,38682
1289,20,OAXACA,279,SAN MIGUEL SUCHIXTEPEC,2932
1290,20,OAXACA,280,VILLA TALEA DE CASTRO,2011
1291,20,OAXACA,281,SAN MIGUEL TECOMATLAN,305
1292,20,OAXACA,282,SAN MIGUEL TENANGO,653
1293,20,OAXACA,283,SAN MIGUEL TEQUIXTEPEC,1044
1294,20,OAXACA,284,SAN MIGUEL TILQUIAPAM,3141
1295,20,OAXACA,285,SAN MIGUEL TLACAMAMA,3668
1296,20,OAXACA,286,SAN MIGUEL TLACOTEPEC,3100
1297,20,OAXACA,287,SAN MIGUEL TULANCINGO,307
1298,20,OAXACA,288,SAN MIGUEL YOTAO,585
1299,20,OAXACA,289,SAN NICOLAS,1214
1300,20,OAXACA,290,SAN NICOLAS HIDALGO,1043
1301,20,OAXACA,291,SAN PABLO COATLAN,4308
1302,20,OAXACA,292,SAN PABLO CUATRO VENADOS,1510
1303,20,OAXACA,293,SAN PABLO ETLA,17116
1304,20,OAXACA,294,SAN PABLO HUITZO,7035
1305,20,OAXACA,295,SAN PABLO HUIXTEPEC,10020
1306,20,OAXACA,296,SAN PABLO MACUILTIANGUIS,955
1307,20,OAXACA,297,SAN PABLO TIJALTEPEC,2751
1308,20,OAXACA,298,SAN PABLO VILLA DE MITLA,13587
1309,20,OAXACA,299,SAN PABLO YAGANIZA,1125
1310,20,OAXACA,300,SAN PEDRO AMUZGOS,6632
1311,20,OAXACA,301,SAN PEDRO APOSTOL,1594
1312,20,OAXACA,302,SAN PEDRO ATOYAC,4559
1313,20,OAXACA,303,SAN PEDRO CAJONOS,1081
1314,20,OAXACA,304,SAN PEDRO COXCALTEPEC CANTAROS,716
1315,20,OAXACA,305,SAN PEDRO COMITANCILLO,4333
1316,20,OAXACA,306,SAN PEDRO EL ALTO,4654
1317,20,OAXACA,307,SAN PEDRO HUAMELULA,9735
1318,20,OAXACA,308,SAN PEDRO HUILOTEPEC,3307
1319,20,OAXACA,309,SAN PEDRO IXCATLAN,10368
1320,20,OAXACA,310,SAN PEDRO IXTLAHUACA,14552
1321,20,OAXACA,311,SAN PEDRO JALTEPETONGO,483
1322,20,OAXACA,312,SAN PEDRO JICAYAN,11279
1323,20,OAXACA,313,SAN PEDRO JOCOTIPAC,730
1324,20,OAXACA,314,SAN PEDRO JUCHATENGO,1755
1325,20,OAXACA,315,SAN PEDRO MARTIR,1899
1326,20,OAXACA,316,SAN PEDRO MARTIR QUIECHAPA,738
1327,20,OAXACA,317,SAN PEDRO MARTIR YUCUXACO,1257
1328,20,OAXACA,318,SAN PEDRO MIXTEPEC,49780
1329,20,OAXACA,319,SAN PEDRO MIXTEPEC,972
1330,20,OAXACA,320,SAN PEDRO MOLINOS,706
1331,20,OAXACA,321,SAN PEDRO NOPALA,751
1332,20,OAXACA,322,SAN PEDRO OCOPETATILLO,786
1333,20,OAXACA,323,SAN PEDRO OCOTEPEC,2404
1334,20,OAXACA,324,SAN PEDRO POCHUTLA,48204
1335,20,OAXACA,325,SAN PEDRO QUIATONI,11930
1336,20,OAXACA,326,SAN PEDRO SOCHIAPAM,5052
1337,20,OAXACA,327,SAN PEDRO TAPANATEPEC,15479
1338,20,OAXACA,328,SAN PEDRO TAVICHE,1441
1339,20,OAXACA,329,SAN PEDRO TEOZACOALCO,1153
1340,20,OAXACA,330,SAN PEDRO TEUTILA,4296
1341,20,OAXACA,331,SAN PEDRO TIDAA,982
1342,20,OAXACA,332,SAN PEDRO TOPILTEPEC,373
1343,20,OAXACA,333,SAN PEDRO TOTOLAPAM,3294
1344,20,OAXACA,334,VILLA DE TUTUTEPEC,50541
1345,20,OAXACA,335,SAN PEDRO YANERI,867
1346,20,OAXACA,336,SAN PEDRO YOLOX,1697
1347,20,OAXACA,337,SAN PEDRO Y SAN PABLO AYUTLA,5616
1348,20,OAXACA,338,VILLA DE ETLA,10361
1349,20,OAXACA,339,SAN PEDRO Y SAN PABLO TEPOSCOLULA,4353
1350,20,OAXACA,340,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1747
1351,20,OAXACA,341,SAN PEDRO YUCUNAMA,241
1352,20,OAXACA,342,SAN RAYMUNDO JALPAN,4105
1353,20,OAXACA,343,SAN SEBASTIAN ABASOLO,1999
1354,20,OAXACA,344,SAN SEBASTIAN COATLAN,2809
1355,20,OAXACA,345,SAN SEBASTIAN IXCAPA,4188
1356,20,OAXACA,346,SAN SEBASTIAN NICANANDUTA,1542
1357,20,OAXACA,347,SAN SEBASTIAN RIO HONDO,4202
1358,20,OAXACA,348,SAN SEBASTIAN TECOMAXTLAHUACA,8192
1359,20,OAXACA,349,SAN SEBASTIAN TEITIPAC,2189
1360,20,OAXACA,350,SAN SEBASTIAN TUTLA,16878
1361,20,OAXACA,351,SAN SIMON ALMOLONGAS,2802
1362,20,OAXACA,352,SAN SIMON ZAHUATLAN,4940
1363,20,OAXACA,353,SANTA ANA,2406
1364,20,OAXACA,354,SANTA ANA ATEIXTLAHUACA,477
1365,20,OAXACA,355,SANTA ANA CUAUHTEMOC,681
1366,20,OAXACA,356,SANTA ANA DEL VALLE,2179
1367,20,OAXACA,357,SANTA ANA TAVELA,848
1368,20,OAXACA,358,SANTA ANA TLAPACOYAN,1958
1369,20,OAXACA,359,SANTA ANA YARENI,637
1370,20,OAXACA,360,SANTA ANA ZEGACHE,3981
1371,20,OAXACA,361,SANTA CATALINA QUIERI,825
1372,20,OAXACA,362,SANTA CATARINA CUIXTLA,1495
1373,20,OAXACA,363,SANTA CATARINA IXTEPEJI,2675
1374,20,OAXACA,364,SANTA CATARINA JUQUILA,18654
1375,20,OAXACA,365,SANTA CATARINA LACHATAO,1059
1376,20,OAXACA,366,SANTA CATARINA LOXICHA,3676
1377,20,OAXACA,367,SANTA CATARINA MECHOACAN,4582
1378,20,OAXACA,368,SANTA CATARINA MINAS,2067
1379,20,OAXACA,369,SANTA CATARINA QUIANE,2193
1380,20,OAXACA,370,SANTA CATARINA TAYATA,662
1381,20,OAXACA,371,SANTA CATARINA TICUA,986
1382,20,OAXACA,372,SANTA CATARINA YOSONOTU,1316
1383,20,OAXACA,373,SANTA CATARINA ZAPOQUILA,403
1384,20,OAXACA,374,SANTA CRUZ ACATEPEC,1645
1385,20,OAXACA,375,SANTA CRUZ AMILPAS,13200
1386,20,OAXACA,376,SANTA CRUZ DE BRAVO,365
1387,20,OAXACA,377,SANTA CRUZ ITUNDUJIA,10860
1388,20,OAXACA,378,SANTA CRUZ MIXTEPEC,3720
1389,20,OAXACA,379,SANTA CRUZ NUNDACO,2951
1390,20,OAXACA,380,SANTA CRUZ PAPALUTLA,2242
1391,20,OAXACA,381,SANTA CRUZ TACACHE DE MINA,2940
1392,20,OAXACA,382,SANTA CRUZ TACAHUA,1182
1393,20,OAXACA,383,SANTA CRUZ TAYATA,595
1394,20,OAXACA,384,SANTA CRUZ XITLA,4794
1395,20,OAXACA,385,SANTA CRUZ XOXOCOTLAN,100402
1396,20,OAXACA,386,SANTA CRUZ ZENZONTEPEC,19079
1397,20,OAXACA,387,SANTA GERTRUDIS,2891
1398,20,OAXACA,388,SANTA INES DEL MONTE,2809
1399,20,OAXACA,389,SANTA INES YATZECHE,908
1400,20,OAXACA,390,SANTA LUCIA DEL CAMINO,50362
1401,20,OAXACA,391,SANTA LUCIA MIAHUATLAN,3375
1402,20,OAXACA,392,SANTA LUCIA MONTEVERDE,6726
1403,20,OAXACA,393,SANTA LUCIA OCOTLAN,4173
1404,20,OAXACA,394,SANTA MARIA ALOTEPEC,2796
1405,20,OAXACA,395,SANTA MARIA APAZCO,1629
1406,20,OAXACA,396,SANTA MARIA LA ASUNCION,3259
1407,20,OAXACA,397,HEROICA CIUDAD DE TLAXIACO,40123
1408,20,OAXACA,398,AYOQUEZCO DE ALDAMA,4874
1409,20,OAXACA,399,SANTA MARIA ATZOMPA,41921
1410,20,OAXACA,400,SANTA MARIA CAMOTLAN,1713
1411,20,OAXACA,401,SANTA MARIA COLOTEPEC,27046
1412,20,OAXACA,402,SANTA MARIA CORTIJO,1067
1413,20,OAXACA,403,SANTA MARIA COYOTEPEC,3751
1414,20,OAXACA,404,SANTA MARIA CHACHOAPAM,761
1415,20,OAXACA,405,VILLA DE CHILAPA DE DIAZ,1815
1416,20,OAXACA,406,SANTA MARIA CHILCHOTLA,21469
1417,20,OAXACA,407,SANTA MARIA CHIMALAPA,9578
1418,20,OAXACA,408,SANTA MARIA DEL ROSARIO,499
1419,20,OAXACA,409,SANTA MARIA DEL TULE,8939
1420,20,OAXACA,410,SANTA MARIA ECATEPEC,3418
1421,20,OAXACA,411,SANTA MARIA GUELACE,908
1422,20,OAXACA,412,SANTA MARIA GUIENAGATI,3178
1423,20,OAXACA,413,SANTA MARIA HUATULCO,50862
1424,20,OAXACA,414,SANTA MARIA HUAZOLOTITLAN,11995
1425,20,OAXACA,415,SANTA MARIA IPALAPA,4878
1426,20,OAXACA,416,SANTA MARIA IXCATLAN,461
1427,20,OAXACA,417,SANTA MARIA JACATEPEC,9682
1428,20,OAXACA,418,SANTA MARIA JALAPA DEL MARQUES,11735
1429,20,OAXACA,419,SANTA MARIA JALTIANGUIS,592
1430,20,OAXACA,420,SANTA MARIA LACHIXIO,1679
1431,20,OAXACA,421,SANTA MARIA MIXTEQUILLA,4690
1432,20,OAXACA,422,SANTA MARIA NATIVITAS,603
1433,20,OAXACA,423,SANTA MARIA NDUAYACO,453
1434,20,OAXACA,424,SANTA MARIA OZOLOTEPEC,3793
1435,20,OAXACA,425,SANTA MARIA PAPALO,2058
1436,20,OAXACA,426,SANTA MARIA PEÑOLES,8967
1437,20,OAXACA,427,SANTA MARIA PETAPA,16706
1438,20,OAXACA,428,SANTA MARIA QUIEGOLANI,2224
1439,20,OAXACA,429,SANTA MARIA SOLA,1516
1440,20,OAXACA,430,SANTA MARIA TATALTEPEC,317
1441,20,OAXACA,431,SANTA MARIA TECOMAVACA,1830
1442,20,OAXACA,432,SANTA MARIA TEMAXCALAPA,903
1443,20,OAXACA,433,SANTA MARIA TEMAXCALTEPEC,2694
1444,20,OAXACA,434,SANTA MARIA TEOPOXCO,3985
1445,20,OAXACA,435,SANTA MARIA TEPANTLALI,3576
1446,20,OAXACA,436,SANTA MARIA TEXCATITLAN,896
1447,20,OAXACA,437,SANTA MARIA TLAHUITOLTEPEC,9653
1448,20,OAXACA,438,SANTA MARIA TLALIXTAC,1839
1449,20,OAXACA,439,SANTA MARIA TONAMECA,25347
1450,20,OAXACA,440,SANTA MARIA TOTOLAPILLA,812
1451,20,OAXACA,441,SANTA MARIA XADANI,9234
1452,20,OAXACA,442,SANTA MARIA YALINA,250
1453,20,OAXACA,443,SANTA MARIA YAVESIA,434
1454,20,OAXACA,444,SANTA MARIA YOLOTEPEC,481
1455,20,OAXACA,445,SANTA MARIA YOSOYUA,1699
1456,20,OAXACA,446,SANTA MARIA YUCUHITI,6008
1457,20,OAXACA,447,SANTA MARIA ZACATEPEC,17100
1458,20,OAXACA,448,SANTA MARIA ZANIZA,2469
1459,20,OAXACA,449,SANTA MARIA ZOQUITLAN,3294
1460,20,OAXACA,450,SANTIAGO AMOLTEPEC,13855
1461,20,OAXACA,451,SANTIAGO APOALA,1019
1462,20,OAXACA,452,SANTIAGO APOSTOL,4421
1463,20,OAXACA,453,SANTIAGO ASTATA,3918
1464,20,OAXACA,454,SANTIAGO ATITLAN,3556
1465,20,OAXACA,455,SANTIAGO AYUQUILILLA,2904
1466,20,OAXACA,456,SANTIAGO CACALOXTEPEC,1667
1467,20,OAXACA,457,SANTIAGO CAMOTLAN,3346
1468,20,OAXACA,458,SANTIAGO COMALTEPEC,1157
1469,20,OAXACA,459,VILLA DE SANTIAGO CHAZUMBA,4877
1470,20,OAXACA,460,SANTIAGO CHOAPAM,5242
1471,20,OAXACA,461,SANTIAGO DEL RIO,527
1472,20,OAXACA,462,SANTIAGO HUAJOLOTITLAN,4600
1473,20,OAXACA,463,SANTIAGO HUAUCLILLA,525
1474,20,OAXACA,464,SANTIAGO IHUITLAN PLUMAS,341
1475,20,OAXACA,465,SANTIAGO IXCUINTEPEC,1636
1476,20,OAXACA,466,SANTIAGO IXTAYUTLA,13880
1477,20,OAXACA,467,SANTIAGO JAMILTEPEC,19112
1478,20,OAXACA,468,SANTIAGO JOCOTEPEC,14198
1479,20,OAXACA,469,SANTIAGO JUXTLAHUACA,34735
1480,20,OAXACA,470,SANTIAGO LACHIGUIRI,4394
1481,20,OAXACA,471,SANTIAGO LALOPA,431
1482,20,OAXACA,472,SANTIAGO LAOLLAGA,3361
1483,20,OAXACA,473,SANTIAGO LAXOPA,1291
1484,20,OAXACA,474,SANTIAGO LLANO GRANDE,3440
1485,20,OAXACA,475,SANTIAGO MATATLAN,10175
1486,20,OAXACA,476,SANTIAGO MILTEPEC,421
1487,20,OAXACA,477,SANTIAGO MINAS,1327
1488,20,OAXACA,478,SANTIAGO NACALTEPEC,1599
1489,20,OAXACA,479,SANTIAGO NEJAPILLA,174
1490,20,OAXACA,480,SANTIAGO NUNDICHE,1351
1491,20,OAXACA,481,SANTIAGO NUYOO,1898
1492,20,OAXACA,482,SANTIAGO PINOTEPA NACIONAL,55840
1493,20,OAXACA,483,SANTIAGO SUCHILQUITONGO,10886
1494,20,OAXACA,484,SANTIAGO TAMAZOLA,4458
1495,20,OAXACA,485,SANTIAGO TAPEXTLA,3134
1496,20,OAXACA,486,VILLA TEJUPAM DE LA UNION,2419
1497,20,OAXACA,487,SANTIAGO TENANGO,1966
1498,20,OAXACA,488,SANTIAGO TEPETLAPA,130
1499,20,OAXACA,489,SANTIAGO TETEPEC,4909
1500,20,OAXACA,490,SANTIAGO TEXCALCINGO,2974
1501,20,OAXACA,491,SANTIAGO TEXTITLAN,4930
1502,20,OAXACA,492,SANTIAGO TILANTONGO,2764
1503,20,OAXACA,493,SANTIAGO TILLO,545
1504,20,OAXACA,494,SANTIAGO TLAZOYALTEPEC,6300
1505,20,OAXACA,495,SANTIAGO XANICA,3029
1506,20,OAXACA,496,SANTIAGO XIACUI,1893
1507,20,OAXACA,497,SANTIAGO YAITEPEC,4233
1508,20,OAXACA,498,SANTIAGO YAVEO,7593
1509,20,OAXACA,499,SANTIAGO YOLOMECATL,1922
1510,20,OAXACA,500,SANTIAGO YOSONDUA,7991
1511,20,OAXACA,501,SANTIAGO YUCUYACHI,998
1512,20,OAXACA,502,SANTIAGO ZACATEPEC,5089
1513,20,OAXACA,503,SANTIAGO ZOOCHILA,425
1514,20,OAXACA,504,NUEVO ZOQUIAPAM,1590
1515,20,OAXACA,505,SANTO DOMINGO INGENIO,7681
1516,20,OAXACA,506,SANTO DOMINGO ALBARRADAS,798
1517,20,OAXACA,507,SANTO DOMINGO ARMENTA,3155
1518,20,OAXACA,508,SANTO DOMINGO CHIHUITAN,1618
1519,20,OAXACA,509,SANTO DOMINGO DE MORELOS,11384
1520,20,OAXACA,510,SANTO DOMINGO IXCATLAN,760
1521,20,OAXACA,511,SANTO DOMINGO NUXAA,3335
1522,20,OAXACA,512,SANTO DOMINGO OZOLOTEPEC,1101
1523,20,OAXACA,513,SANTO DOMINGO PETAPA,9027
1524,20,OAXACA,514,SANTO DOMINGO ROAYAGA,941
1525,20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,67739
1526,20,OAXACA,516,SANTO DOMINGO TEOJOMULCO,5260
1527,20,OAXACA,517,SANTO DOMINGO TEPUXTEPEC,6029
1528,20,OAXACA,518,SANTO DOMINGO TLATAYAPAM,113
1529,20,OAXACA,519,SANTO DOMINGO TOMALTEPEC,3386
1530,20,OAXACA,520,SANTO DOMINGO TONALA,7393
1531,20,OAXACA,521,SANTO DOMINGO TONALTEPEC,250
1532,20,OAXACA,522,SANTO DOMINGO XAGACIA,1205
1533,20,OAXACA,523,SANTO DOMINGO YANHUITLAN,1633
1534,20,OAXACA,524,SANTO DOMINGO YODOHINO,327
1535,20,OAXACA,525,SANTO DOMINGO ZANATEPEC,12483
1536,20,OAXACA,526,SANTOS REYES NOPALA,16688
1537,20,OAXACA,527,SANTOS REYES PAPALO,2490
1538,20,OAXACA,528,SANTOS REYES TEPEJILLO,904
1539,20,OAXACA,529,SANTOS REYES YUCUNA,1474
1540,20,OAXACA,530,SANTO TOMAS JALIEZA,3923
1541,20,OAXACA,531,SANTO TOMAS MAZALTEPEC,2612
1542,20,OAXACA,532,SANTO TOMAS OCOTEPEC,4066
1543,20,OAXACA,533,SANTO TOMAS TAMAZULAPAN,2726
1544,20,OAXACA,534,SAN VICENTE COATLAN,3512
1545,20,OAXACA,535,SAN VICENTE LACHIXIO,3227
1546,20,OAXACA,536,SAN VICENTE NUÑU,449
1547,20,OAXACA,537,SILACAYOAPAM,6710
1548,20,OAXACA,538,SITIO DE XITLAPEHUA,713
1549,20,OAXACA,539,SOLEDAD ETLA,6348
1550,20,OAXACA,540,VILLA DE TAMAZULAPAM DEL PROGRESO,8326
1551,20,OAXACA,541,TANETZE DE ZARAGOZA,1558
1552,20,OAXACA,542,TANICHE,887
1553,20,OAXACA,543,TATALTEPEC DE VALDES,6386
1554,20,OAXACA,544,TEOCOCUILCO DE MARCOS PEREZ,1032
1555,20,OAXACA,545,TEOTITLAN DE FLORES MAGON,10099
1556,20,OAXACA,546,TEOTITLAN DEL VALLE,6392
1557,20,OAXACA,547,TEOTONGO,1005
1558,20,OAXACA,548,TEPELMEME VILLA DE MORELOS,1960
1559,20,OAXACA,549,"HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",11465
1560,20,OAXACA,550,SAN JERONIMO TLACOCHAHUAYA,5764
1561,20,OAXACA,551,TLACOLULA DE MATAMOROS,30254
1562,20,OAXACA,552,TLACOTEPEC PLUMAS,410
1563,20,OAXACA,553,TLALIXTAC DE CABRERA,12067
1564,20,OAXACA,554,TOTONTEPEC VILLA DE MORELOS,5904
1565,20,OAXACA,555,TRINIDAD ZAACHILA,3419
1566,20,OAXACA,556,LA TRINIDAD VISTA HERMOSA,306
1567,20,OAXACA,557,UNION HIDALGO,14542
1568,20,OAXACA,558,VALERIO TRUJANO,1376
1569,20,OAXACA,559,SAN JUAN BAUTISTA VALLE NACIONAL,23067
1570,20,OAXACA,560,VILLA DIAZ ORDAZ,6467
1571,20,OAXACA,561,YAXE,2954
1572,20,OAXACA,562,MAGDALENA YODOCONO DE PORFIRIO DIAZ,1682
1573,20,OAXACA,563,YOGANA,1245
1574,20,OAXACA,564,YUTANDUCHI DE GUERRERO,1195
1575,20,OAXACA,565,VILLA DE ZAACHILA,46464
1576,20,OAXACA,566,SAN MATEO YUCUTINDOO,3144
1577,20,OAXACA,567,ZAPOTITLAN LAGUNAS,3382
1578,20,OAXACA,568,ZAPOTITLAN PALMAS,1695
