id,clave_entidad,nombre_entidad,clave_municipio,nombre_municipio,poblacion_total
720,15,MEXICO (ESTADO DE MEXICO),55,MEXICALTZINGO,13807
721,15,MEXICO (ESTADO DE MEXICO),56,MORELOS,33164
722,15,MEXICO (ESTADO DE MEXICO),57,NAUCALPAN DE JUAREZ,834434
723,15,MEXICO (ESTADO DE MEXICO),58,NEZAHUALCOYOTL,1077208
724,15,MEXICO (ESTADO DE MEXICO),59,NEXTLALPAN,57082
725,15,MEXICO (ESTADO DE MEXICO),60,NICOLAS ROMERO,430601
726,15,MEXICO (ESTADO DE MEXICO),61,NOPALTEPEC,10351
727,15,MEXICO (ESTADO DE MEXICO),62,OCOYOACAC,72103
728,15,MEXICO (ESTADO DE MEXICO),63,OCUILAN,36223
729,15,MEXICO (ESTADO DE MEXICO),64,EL ORO,36937
730,15,MEXICO (ESTADO DE MEXICO),65,OTUMBA,36331
731,15,MEXICO (ESTADO DE MEXICO),66,OTZOLOAPAN,4891
732,15,MEXICO (ESTADO DE MEXICO),67,OTZOLOTEPEC,88783
733,15,MEXICO (ESTADO DE MEXICO),68,OZUMBA,30785
734,15,MEXICO (ESTADO DE MEXICO),69,PAPALOTLA,4862
735,15,MEXICO (ESTADO DE MEXICO),70,LA PAZ,304088
736,15,MEXICO (ESTADO DE MEXICO),71,POLOTITLAN,14985
737,15,MEXICO (ESTADO DE MEXICO),72,RAYON,15972
738,15,MEXICO (ESTADO DE MEXICO),73,SAN ANTONIO LA ISLA,31962
739,15,MEXICO (ESTADO DE MEXICO),74,SAN FELIPE DEL PROGRESO,144924
740,15,MEXICO (ESTADO DE MEXICO),75,SAN MARTIN DE LAS PIRAMIDES,29182
741,15,MEXICO (ESTADO DE MEXICO),76,SAN MATEO ATENCO,97418
742,15,MEXICO (ESTADO DE MEXICO),77,SAN SIMON DE GUERRERO,6692
743,15,MEXICO (ESTADO DE MEXICO),78,SANTO TOMAS,9729
744,15,MEXICO (ESTADO DE MEXICO),79,SOYANIQUILPAN DE JUAREZ,14323
745,15,MEXICO (ESTADO DE MEXICO),80,SULTEPEC,24145
746,15,MEXICO (ESTADO DE MEXICO),81,TECAMAC,547503
747,15,MEXICO (ESTADO DE MEXICO),82,TEJUPILCO,79282
748,15,MEXICO (ESTADO DE MEXICO),83,TEMAMATLA,14130
749,15,MEXICO (ESTADO DE MEXICO),84,TEMASCALAPA,43593
750,15,MEXICO (ESTADO DE MEXICO),85,TEMASCALCINGO,66414
751,15,MEXICO (ESTADO DE MEXICO),86,TEMASCALTEPEC,35014
752,15,MEXICO (ESTADO DE MEXICO),87,TEMOAYA,105766
753,15,MEXICO (ESTADO DE MEXICO),88,TENANCINGO,104677
754,15,MEXICO (ESTADO DE MEXICO),89,TENANGO DEL AIRE,11359
755,15,MEXICO (ESTADO DE MEXICO),90,TENANGO DEL VALLE,90518
756,15,MEXICO (ESTADO DE MEXICO),91,TEOLOYUCAN,65459
757,15,MEXICO (ESTADO DE MEXICO),92,TEOTIHUACAN,58507
758,15,MEXICO (ESTADO DE MEXICO),93,TEPETLAOXTOC,32564
759,15,MEXICO (ESTADO DE MEXICO),94,TEPETLIXPA,20500
760,15,MEXICO (ESTADO DE MEXICO),95,TEPOTZOTLAN,103696
761,15,MEXICO (ESTADO DE MEXICO),96,TEQUIXQUIAC,39489
762,15,MEXICO (ESTADO DE MEXICO),97,TEXCALTITLAN,18482
763,15,MEXICO (ESTADO DE MEXICO),98,TEXCALYACAC,5736
764,15,MEXICO (ESTADO DE MEXICO),99,TEXCOCO,277562
765,15,MEXICO (ESTADO DE MEXICO),100,TEZOYUCA,47044
766,15,MEXICO (ESTADO DE MEXICO),101,TIANGUISTENCO,84259
767,15,MEXICO (ESTADO DE MEXICO),102,TIMILPAN,16414
768,15,MEXICO (ESTADO DE MEXICO),103,TLALMANALCO,49196
769,15,MEXICO (ESTADO DE MEXICO),104,TLALNEPANTLA DE BAZ,672202
770,15,MEXICO (ESTADO DE MEXICO),105,TLATLAYA,31762
771,15,MEXICO (ESTADO DE MEXICO),106,TOLUCA,910608
772,15,MEXICO (ESTADO DE MEXICO),107,TONATICO,12912
773,15,MEXICO (ESTADO DE MEXICO),108,TULTEPEC,157645
774,15,MEXICO (ESTADO DE MEXICO),109,TULTITLAN,516341
775,15,MEXICO (ESTADO DE MEXICO),110,VALLE DE BRAVO,61590
776,15,MEXICO (ESTADO DE MEXICO),111,VILLA DE ALLENDE,53275
777,15,MEXICO (ESTADO DE MEXICO),112,VILLA DEL CARBON,51498
778,15,MEXICO (ESTADO DE MEXICO),113,VILLA GUERRERO,69086
779,15,MEXICO (ESTADO DE MEXICO),114,VILLA VICTORIA,108196
780,15,MEXICO (ESTADO DE MEXICO),115,XONACATLAN,54633
781,15,MEXICO (ESTADO DE MEXICO),116,ZACAZONAPAN,5109
782,15,MEXICO (ESTADO DE MEXICO),117,ZACUALPAN,13522
783,15,MEXICO (ESTADO DE MEXICO),118,ZINACANTEPEC,203872
784,15,MEXICO (ESTADO DE MEXICO),119,ZUMPAHUACAN,18833
785,15,MEXICO (ESTADO DE MEXICO),120,ZUMPANGO,280455
786,15,MEXICO (ESTADO DE MEXICO),121,CUAUTITLAN IZCALLI,555163
787,15,MEXICO (ESTADO DE MEXICO),122,VALLE DE CHALCO SOLIDARIDAD,391731
788,15,MEXICO (ESTADO DE MEXICO),123,LUVIANOS,28822
789,15,MEXICO (ESTADO DE MEXICO),124,SAN JOSE DEL RINCON,100082
790,15,MEXICO (ESTADO DE MEXICO),125,TONANITLA,14883
791,16,MICHOACAN DE OCAMPO,1,ACUITZIO,11301
792,16,MICHOACAN DE OCAMPO,2,AGUILILLA,14754
793,16,MICHOACAN DE OCAMPO,3,ALVARO OBREGON,23000
794,16,MICHOACAN DE OCAMPO,4,ANGAMACUTIRO,14943
795,16,MICHOACAN DE OCAMPO,5,ANGANGUEO,10892
796,16,MICHOACAN DE OCAMPO,6,APATZINGAN,126191
797,16,MICHOACAN DE OCAMPO,7,APORO,3529
798,16,MICHOACAN DE OCAMPO,8,AQUILA,24676
799,16,MICHOACAN DE OCAMPO,9,ARIO,36268
800,16,MICHOACAN DE OCAMPO,10,ARTEAGA,20332
801,16,MICHOACAN DE OCAMPO,11,BRISEÑAS,11681
802,16,MICHOACAN DE OCAMPO,12,BUENAVISTA,45538
803,16,MICHOACAN DE OCAMPO,13,CARACUARO,9176
804,16,MICHOACAN DE OCAMPO,14,COAHUAYANA,17022
805,16,MICHOACAN DE OCAMPO,15,COALCOMAN DE VAZQUEZ PALLARES,19633
806,16,MICHOACAN DE OCAMPO,16,COENEO,20965
807,16,MICHOACAN DE OCAMPO,17,CONTEPEC,35070
808,16,MICHOACAN DE OCAMPO,18,COPANDARO,9484
809,16,MICHOACAN DE OCAMPO,19,COTIJA,20198
810,16,MICHOACAN DE OCAMPO,20,CUITZEO,29910
811,16,MICHOACAN DE OCAMPO,21,CHARAPAN,13539
812,16,MICHOACAN DE OCAMPO,22,CHARO,25138
813,16,MICHOACAN DE OCAMPO,23,CHAVINDA,10417
814,16,MICHOACAN DE OCAMPO,24,CHERAN,20586
815,16,MICHOACAN DE OCAMPO,25,CHILCHOTA,40560
816,16,MICHOACAN DE OCAMPO,26,CHINICUILA,4773
817,16,MICHOACAN DE OCAMPO,27,CHUCANDIRO,4944
818,16,MICHOACAN DE OCAMPO,28,CHURINTZIO,5233
819,16,MICHOACAN DE OCAMPO,29,CHURUMUCO,12342
820,16,MICHOACAN DE OCAMPO,30,ECUANDUREO,11850
821,16,MICHOACAN DE OCAMPO,31,EPITACIO HUERTA,16112
822,16,MICHOACAN DE OCAMPO,32,ERONGARICUARO,15715
823,16,MICHOACAN DE OCAMPO,33,GABRIEL ZAMORA,21466
824,16,MICHOACAN DE OCAMPO,34,HIDALGO,125712
825,16,MICHOACAN DE OCAMPO,35,LA HUACANA,30627
826,16,MICHOACAN DE OCAMPO,36,HUANDACAREO,11644
827,16,MICHOACAN DE OCAMPO,37,HUANIQUEO,7945
828,16,MICHOACAN DE OCAMPO,38,HUETAMO,41973
829,16,MICHOACAN DE OCAMPO,39,HUIRAMBA,9015
830,16,MICHOACAN DE OCAMPO,40,INDAPARAPEO,18385
831,16,MICHOACAN DE OCAMPO,41,IRIMBO,16043
832,16,MICHOACAN DE OCAMPO,42,IXTLAN,14302
833,16,MICHOACAN DE OCAMPO,43,JACONA,68781
834,16,MICHOACAN DE OCAMPO,44,JIMENEZ,12946
835,16,MICHOACAN DE OCAMPO,45,JIQUILPAN,36158
836,16,MICHOACAN DE OCAMPO,46,JUAREZ,14936
837,16,MICHOACAN DE OCAMPO,47,JUNGAPEO,19834
838,16,MICHOACAN DE OCAMPO,48,LAGUNILLAS,5745
839,16,MICHOACAN DE OCAMPO,49,MADERO,19086
840,16,MICHOACAN DE OCAMPO,50,MARAVATIO,89311
841,16,MICHOACAN DE OCAMPO,51,MARCOS CASTELLANOS,13983
842,16,MICHOACAN DE OCAMPO,52,LAZARO CARDENAS,196003
843,16,MICHOACAN DE OCAMPO,53,MORELIA,849053
844,16,MICHOACAN DE OCAMPO,54,MORELOS,7983
845,16,MICHOACAN DE OCAMPO,55,MUGICA,45732
846,16,MICHOACAN DE OCAMPO,56,NAHUATZEN,32598
847,16,MICHOACAN DE OCAMPO,57,NOCUPETARO,8196
848,16,MICHOACAN DE OCAMPO,58,NUEVO PARANGARICUTIRO,20981
849,16,MICHOACAN DE OCAMPO,59,NUEVO URECHO,9027
850,16,MICHOACAN DE OCAMPO,60,NUMARAN,9437
851,16,MICHOACAN DE OCAMPO,61,OCAMPO,24774
852,16,MICHOACAN DE OCAMPO,62,PAJACUARAN,21028
853,16,MICHOACAN DE OCAMPO,63,PANINDICUARO,14889
854,16,MICHOACAN DE OCAMPO,64,PARACUARO,26832
855,16,MICHOACAN DE OCAMPO,65,PARACHO,39657
856,16,MICHOACAN DE OCAMPO,66,PATZCUARO,98382
857,16,MICHOACAN DE OCAMPO,67,PENJAMILLO,16621
858,16,MICHOACAN DE OCAMPO,68,PERIBAN,29389
859,16,MICHOACAN DE OCAMPO,69,LA PIEDAD,106490
860,16,MICHOACAN DE OCAMPO,70,PUREPERO,15503
861,16,MICHOACAN DE OCAMPO,71,PURUANDIRO,69260
862,16,MICHOACAN DE OCAMPO,72,QUERENDARO,13961
863,16,MICHOACAN DE OCAMPO,73,QUIROGA,27176
864,16,MICHOACAN DE OCAMPO,74,COJUMATLAN DE REGULES,10553
865,16,MICHOACAN DE OCAMPO,75,LOS REYES,78935
866,16,MICHOACAN DE OCAMPO,76,SAHUAYO,78477
867,16,MICHOACAN DE OCAMPO,77,SAN LUCAS,17677
868,16,MICHOACAN DE OCAMPO,78,SANTA ANA MAYA,12812
869,16,MICHOACAN DE OCAMPO,79,SALVADOR ESCALANTE,49896
870,16,MICHOACAN DE OCAMPO,80,SENGUIO,19833
871,16,MICHOACAN DE OCAMPO,81,SUSUPUATO,9076
872,16,MICHOACAN DE OCAMPO,82,TACAMBARO,79540
873,16,MICHOACAN DE OCAMPO,83,TANCITARO,33453
874,16,MICHOACAN DE OCAMPO,84,TANGAMANDAPIO,31716
875,16,MICHOACAN DE OCAMPO,85,TANGANCICUARO,35256
876,16,MICHOACAN DE OCAMPO,86,TANHUATO,15534
877,16,MICHOACAN DE OCAMPO,87,TARETAN,15589
878,16,MICHOACAN DE OCAMPO,88,TARIMBARO,114513
879,16,MICHOACAN DE OCAMPO,89,TEPALCATEPEC,24074
880,16,MICHOACAN DE OCAMPO,90,TINGAMBATO,16325
881,16,MICHOACAN DE OCAMPO,91,TINGÜINDIN,14934
882,16,MICHOACAN DE OCAMPO,92,TIQUICHEO DE NICOLAS ROMERO,12836
883,16,MICHOACAN DE OCAMPO,93,TLALPUJAHUA,28556
884,16,MICHOACAN DE OCAMPO,94,TLAZAZALCA,6420
885,16,MICHOACAN DE OCAMPO,95,TOCUMBO,12325
886,16,MICHOACAN DE OCAMPO,96,TUMBISCATIO,5971
887,16,MICHOACAN DE OCAMPO,97,TURICATO,29056
888,16,MICHOACAN DE OCAMPO,98,TUXPAN,25757
889,16,MICHOACAN DE OCAMPO,99,TUZANTLA,14329
890,16,MICHOACAN DE OCAMPO,100,TZINTZUNTZAN,14911
891,16,MICHOACAN DE OCAMPO,101,TZITZIO,8855
892,16,MICHOACAN DE OCAMPO,102,URUAPAN,356786
893,16,MICHOACAN DE OCAMPO,103,VENUSTIANO CARRANZA,23469
894,16,MICHOACAN DE OCAMPO,104,VILLAMAR,15864
895,16,MICHOACAN DE OCAMPO,105,VISTA HERMOSA,20982
896,16,MICHOACAN DE OCAMPO,106,YURECUARO,32303
897,16,MICHOACAN DE OCAMPO,107,ZACAPU,76829
898,16,MICHOACAN DE OCAMPO,108,ZAMORA,204860
899,16,MICHOACAN DE OCAMPO,109,ZINAPARO,3232
900,16,MICHOACAN DE OCAMPO,110,ZINAPECUARO,49005
901,16,MICHOACAN DE OCAMPO,111,ZIRACUARETIRO,18402
902,16,MICHOACAN DE OCAMPO,112,ZITACUARO,157056
903,16,MICHOACAN DE OCAMPO,113,JOSE SIXTO VERDUZCO,26213
904,17,MORELOS,1,AMACUZAC,17598
905,17,MORELOS,2,ATLATLAHUCAN,25232
906,17,MORELOS,3,AXOCHIAPAN,39174
907,17,MORELOS,4,AYALA,89834
908,17,MORELOS,5,COATLAN DEL RIO,10520
909,17,MORELOS,6,CUAUTLA,187118
910,17,MORELOS,7,CUERNAVACA,378476
911,17,MORELOS,8,EMILIANO ZAPATA,107053
912,17,MORELOS,9,HUITZILAC,24515
913,17,MORELOS,10,JANTETELCO,18402
914,17,MORELOS,11,JIUTEPEC,215357
915,17,MORELOS,12,JOJUTLA,57682
916,17,MORELOS,13,JONACATEPEC DE LEANDRO VALLE,16694
917,17,MORELOS,14,MAZATEPEC,9653
918,17,MORELOS,15,MIACATLAN,15802
919,17,MORELOS,16,OCUITUCO,19219
920,17,MORELOS,17,PUENTE DE IXTLA,40018
921,17,MORELOS,18,TEMIXCO,122263
922,17,MORELOS,19,TEPALCINGO,28122
923,17,MORELOS,20,TEPOZTLAN,54987
924,17,MORELOS,21,TETECALA,7617
925,17,MORELOS,22,TETELA DEL VOLCAN,14853
926,17,MORELOS,23,TLALNEPANTLA,7943
927,17,MORELOS,24,TLALTIZAPAN DE ZAPATA,52399
928,17,MORELOS,25,TLAQUILTENANGO,33789
929,17,MORELOS,26,TLAYACAPAN,19408
930,17,MORELOS,27,TOTOLAPAN,12750
931,17,MORELOS,28,XOCHITEPEC,73539
932,17,MORELOS,29,YAUTEPEC,105780
933,17,MORELOS,30,YECAPIXTLA,56083
934,17,MORELOS,31,ZACATEPEC,36094
935,17,MORELOS,32,ZACUALPAN DE AMILPAS,9965
936,17,MORELOS,33,TEMOAC,16574
937,17,MORELOS,34,COATETELCO,11347
938,17,MORELOS,35,XOXOCOTLA,27805
939,17,MORELOS,36,HUEYAPAN,7855
940,18,NAYARIT,1,ACAPONETA,37232
941,18,NAYARIT,2,AHUACATLAN,15393
942,18,NAYARIT,3,AMATLAN DE CAÑAS,11536
943,18,NAYARIT,4,COMPOSTELA,77436
944,18,NAYARIT,5,HUAJICORI,12230
945,18,NAYARIT,6,IXTLAN DEL RIO,29299
946,18,NAYARIT,7,JALA,19321
947,18,NAYARIT,8,XALISCO,65229
948,18,NAYARIT,9,DEL NAYAR,47550
949,18,NAYARIT,10,ROSAMORADA,33567
950,18,NAYARIT,11,RUIZ,24096
951,18,NAYARIT,12,SAN BLAS,41518
952,18,NAYARIT,13,SAN PEDRO LAGUNILLAS,7683
953,18,NAYARIT,14,SANTA MARIA DEL ORO,24911
954,18,NAYARIT,15,SANTIAGO IXCUINTLA,93981
955,18,NAYARIT,16,TECUALA,37135
956,18,NAYARIT,17,TEPIC,425924
957,18,NAYARIT,18,TUXPAN,30064
958,18,NAYARIT,19,LA YESCA,13719
959,18,NAYARIT,20,BAHIA DE BANDERAS,187632
960,19,NUEVO LEON,1,ABASOLO,2974
961,19,NUEVO LEON,2,AGUALEGUAS,3382
962,19,NUEVO LEON,3,LOS ALDAMAS,1407
963,19,NUEVO LEON,4,ALLENDE,35289
964,19,NUEVO LEON,5,ANAHUAC,18030
965,19,NUEVO LEON,6,APODACA,656464
966,19,NUEVO LEON,7,ARAMBERRI,14992
967,19,NUEVO LEON,8,BUSTAMANTE,3661
968,19,NUEVO LEON,9,CADEREYTA JIMENEZ,122337
969,19,NUEVO LEON,10,EL CARMEN,104478
970,19,NUEVO LEON,11,CERRALVO,7340
971,19,NUEVO LEON,12,CIENEGA DE FLORES,68747
972,19,NUEVO LEON,13,CHINA,9930
973,19,NUEVO LEON,14,DOCTOR ARROYO,36088
974,19,NUEVO LEON,15,DOCTOR COSS,1360
975,19,NUEVO LEON,16,DOCTOR GONZALEZ,3256
976,19,NUEVO LEON,17,GALEANA,40903
977,19,NUEVO LEON,18,GARCIA,397205
978,19,NUEVO LEON,19,SAN PEDRO GARZA GARCIA,132169
979,19,NUEVO LEON,20,GENERAL BRAVO,5506
980,19,NUEVO LEON,21,GENERAL ESCOBEDO,481213
981,19,NUEVO LEON,22,GENERAL TERAN,14109
982,19,NUEVO LEON,23,GENERAL TREVIÑO,1808
983,19,NUEVO LEON,24,GENERAL ZARAGOZA,6282
984,19,NUEVO LEON,25,GENERAL ZUAZUA,102149
985,19,NUEVO LEON,26,GUADALUPE,643143
986,19,NUEVO LEON,27,LOS HERRERAS,1959
987,19,NUEVO LEON,28,HIGUERAS,1386
988,19,NUEVO LEON,29,HUALAHUISES,7026
989,19,NUEVO LEON,30,ITURBIDE,3298
990,19,NUEVO LEON,31,JUAREZ,471523
991,19,NUEVO LEON,32,LAMPAZOS DE NARANJO,5351
992,19,NUEVO LEON,33,LINARES,84666
993,19,NUEVO LEON,34,MARIN,5119
994,19,NUEVO LEON,35,MELCHOR OCAMPO,1483
995,19,NUEVO LEON,36,MIER Y NORIEGA,7652
996,19,NUEVO LEON,37,MINA,6048
997,19,NUEVO LEON,38,MONTEMORELOS,67428
998,19,NUEVO LEON,39,MONTERREY,1142994
999,19,NUEVO LEON,40,PARAS,906
1000,19,NUEVO LEON,41,PESQUERIA,147624
1001,19,NUEVO LEON,42,LOS RAMONES,5389
1002,19,NUEVO LEON,43,RAYONES,2377
1003,19,NUEVO LEON,44,SABINAS HIDALGO,34709
1004,19,NUEVO LEON,45,SALINAS VICTORIA,86766
1005,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,412199
1006,19,NUEVO LEON,47,HIDALGO,16086
1007,19,NUEVO LEON,48,SANTA CATARINA,306322
1008,19,NUEVO LEON,49,SANTIAGO,46784
1009,19,NUEVO LEON,50,VALLECILLO,1552
1010,19,NUEVO LEON,51,VILLALDAMA,3573
1011,20,OAXACA,1,ABEJONES,841
1012,20,OAXACA,2,ACATLAN DE PEREZ FIGUEROA,45167
1013,20,OAXACA,3,ASUNCION CACALOTEPEC,2547
1014,20,OAXACA,4,ASUNCION CUYOTEPEJI,1107
1015,20,OAXACA,5,ASUNCION IXTALTEPEC,15261
1016,20,OAXACA,6,ASUNCION NOCHIXTLAN,20464
1017,20,OAXACA,7,ASUNCION OCOTLAN,2395
1018,20,OAXACA,8,ASUNCION TLACOLULITA,734
1019,20,OAXACA,9,AYOTZINTEPEC,6857
1020,20,OAXACA,10,EL BARRIO DE LA SOLEDAD,13474
1021,20,OAXACA,11,CALIHUALA,1402
1022,20,OAXACA,12,CANDELARIA LOXICHA,11166
1023,20,OAXACA,13,CIENEGA DE ZIMATLAN,3043
1024,20,OAXACA,14,CIUDAD IXTEPEC,28082
1025,20,OAXACA,15,COATECAS ALTAS,5356
1026,20,OAXACA,16,COICOYAN DE LAS FLORES,9563
1027,20,OAXACA,17,LA COMPAÑIA,3607
1028,20,OAXACA,18,CONCEPCION BUENAVISTA,752
1029,20,OAXACA,19,CONCEPCION PAPALO,2754
1030,20,OAXACA,20,CONSTANCIA DEL ROSARIO,4847
1031,20,OAXACA,21,COSOLAPA,14488
1032,20,OAXACA,22,COSOLTEPEC,803
1033,20,OAXACA,23,CUILAPAM DE GUERRERO,26882
1034,20,OAXACA,24,CUYAMECALCO VILLA DE ZARAGOZA,3644
1035,20,OAXACA,25,CHAHUITES,11356
1036,20,OAXACA,26,CHALCATONGO DE HIDALGO,9035
1037,20,OAXACA,27,CHIQUIHUITLAN DE BENITO JUAREZ,2179
1038,20,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,23148
1039,20,OAXACA,29,ELOXOCHITLAN DE FLORES MAGON,4215
1040,20,OAXACA,30,EL ESPINAL,8730
1041,20,OAXACA,31,TAMAZULAPAM DEL ESPIRITU SANTO,7185
1042,20,OAXACA,32,FRESNILLO DE TRUJANO,1077
1043,20,OAXACA,33,GUADALUPE ETLA,2929
1044,20,OAXACA,34,GUADALUPE DE RAMIREZ,1288
1045,20,OAXACA,35,GUELATAO DE JUAREZ,657
1046,20,OAXACA,36,GUEVEA DE HUMBOLDT,5256
1047,20,OAXACA,37,MESONES HIDALGO,4424
1048,20,OAXACA,38,VILLA HIDALGO,1885
1049,20,OAXACA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEON,78313
1050,20,OAXACA,40,HUAUTEPEC,6385
1051,20,OAXACA,41,HUAUTLA DE JIMENEZ,31710
1052,20,OAXACA,42,IXTLAN DE JUAREZ,8385
1053,20,OAXACA,43,JUCHITAN DE ZARAGOZA,113570
1054,20,OAXACA,44,LOMA BONITA,40934
1055,20,OAXACA,45,MAGDALENA APASCO,7888
1056,20,OAXACA,46,MAGDALENA JALTEPEC,2943
1057,20,OAXACA,47,SANTA MAGDALENA JICOTLAN,81
1058,20,OAXACA,48,MAGDALENA MIXTEPEC,1433
1059,20,OAXACA,49,MAGDALENA OCOTLAN,1184
1060,20,OAXACA,50,MAGDALENA PEÑASCO,3750
1061,20,OAXACA,51,MAGDALENA TEITIPAC,4764
1062,20,OAXACA,52,MAGDALENA TEQUISISTLAN,5996
1063,20,OAXACA,53,MAGDALENA TLACOTEPEC,1297
1064,20,OAXACA,54,MAGDALENA ZAHUATLAN,404
1065,20,OAXACA,55,MARISCALA DE JUAREZ,3739
1066,20,OAXACA,56,MARTIRES DE TACUBAYA,1446
1067,20,OAXACA,57,MATIAS ROMERO AVENDAÑO,38183
1068,20,OAXACA,58,MAZATLAN VILLA DE FLORES,12722
1069,20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,50375
1070,20,OAXACA,60,MIXISTLAN DE LA REFORMA,2487
1071,20,OAXACA,61,MONJAS,2893
1072,20,OAXACA,62,NATIVIDAD,498
1073,20,OAXACA,63,NAZARENO ETLA,4293
1074,20,OAXACA,64,NEJAPA DE MADERO,8494
1075,20,OAXACA,65,IXPANTEPEC NIEVES,1079
1076,20,OAXACA,66,SANTIAGO NILTEPEC,5342
1077,20,OAXACA,67,OAXACA DE JUAREZ,270955
1078,20,OAXACA,68,OCOTLAN DE MORELOS,23751
1079,20,OAXACA,69,LA PE,3052
1080,20,OAXACA,70,PINOTEPA DE DON LUIS,6416
1081,20,OAXACA,71,PLUMA HIDALGO,3255
1082,20,OAXACA,72,SAN JOSE DEL PROGRESO,8059
1083,20,OAXACA,73,PUTLA VILLA DE GUERRERO,34652
1084,20,OAXACA,74,SANTA CATARINA QUIOQUITANI,456
1085,20,OAXACA,75,REFORMA DE PINEDA,2660
1086,20,OAXACA,76,LA REFORMA,3411
1087,20,OAXACA,77,REYES ETLA,4370
1088,20,OAXACA,78,ROJAS DE CUAUHTEMOC,1301
1089,20,OAXACA,79,SALINA CRUZ,84438
1090,20,OAXACA,80,SAN AGUSTIN AMATENGO,1593
1091,20,OAXACA,81,SAN AGUSTIN ATENANGO,1871
1092,20,OAXACA,82,SAN AGUSTIN CHAYUCO,4163
1093,20,OAXACA,83,SAN AGUSTIN DE LAS JUNTAS,11391
1094,20,OAXACA,84,SAN AGUSTIN ETLA,4168
1095,20,OAXACA,85,SAN AGUSTIN LOXICHA,26194
1096,20,OAXACA,86,SAN AGUSTIN TLACOTEPEC,1032
1097,20,OAXACA,87,SAN AGUSTIN YATARENI,5521
1098,20,OAXACA,88,SAN ANDRES CABECERA NUEVA,2881
1099,20,OAXACA,89,SAN ANDRES DINICUITI,2308
1100,20,OAXACA,90,SAN ANDRES HUAXPALTEPEC,6234
1101,20,OAXACA,91,SAN ANDRES HUAYAPAM,6279
1102,20,OAXACA,92,SAN ANDRES IXTLAHUACA,1776
1103,20,OAXACA,93,SAN ANDRES LAGUNAS,518
1104,20,OAXACA,94,SAN ANDRES NUXIÑO,1850
1105,20,OAXACA,95,SAN ANDRES PAXTLAN,4562
1106,20,OAXACA,96,SAN ANDRES SINAXTLA,756
1107,20,OAXACA,97,SAN ANDRES SOLAGA,1771
1108,20,OAXACA,98,SAN ANDRES TEOTILALPAM,4233
1109,20,OAXACA,99,SAN ANDRES TEPETLAPA,381
1110,20,OAXACA,100,SAN ANDRES YAA,393
1111,20,OAXACA,101,SAN ANDRES ZABACHE,748
1112,20,OAXACA,102,SAN ANDRES ZAUTLA,5326
1113,20,OAXACA,103,SAN ANTONINO CASTILLO VELASCO,6064
1114,20,OAXACA,104,SAN ANTONINO EL ALTO,2705
1115,20,OAXACA,105,SAN ANTONINO MONTE VERDE,7678
1116,20,OAXACA,106,SAN ANTONIO ACUTLA,249
1117,20,OAXACA,107,SAN ANTONIO DE LA CAL,26282
1118,20,OAXACA,108,SAN ANTONIO HUITEPEC,2936
1119,20,OAXACA,109,SAN ANTONIO NANAHUATIPAM,1232
1120,20,OAXACA,110,SAN ANTONIO SINICAHUA,1668
1121,20,OAXACA,111,SAN ANTONIO TEPETLAPA,4873
1122,20,OAXACA,112,SAN BALTAZAR CHICHICAPAM,2576
1123,20,OAXACA,113,SAN BALTAZAR LOXICHA,3169
1124,20,OAXACA,114,SAN BALTAZAR YATZACHI EL BAJO,674
1125,20,OAXACA,115,SAN BARTOLO COYOTEPEC,10391
1126,20,OAXACA,116,SAN BARTOLOME AYAUTLA,4131
1127,20,OAXACA,117,SAN BARTOLOME LOXICHA,2213
1128,20,OAXACA,118,SAN BARTOLOME QUIALANA,2389
1129,20,OAXACA,119,SAN BARTOLOME YUCUAÑE,735
1130,20,OAXACA,120,SAN BARTOLOME ZOOGOCHO,449
1131,20,OAXACA,121,SAN BARTOLO SOYALTEPEC,596
1132,20,OAXACA,122,SAN BARTOLO YAUTEPEC,653
1133,20,OAXACA,123,SAN BERNARDO MIXTEPEC,2829
1134,20,OAXACA,124,SAN BLAS ATEMPA,19696
1135,20,OAXACA,125,SAN CARLOS YAUTEPEC,11662
1136,20,OAXACA,126,SAN CRISTOBAL AMATLAN,5396
1137,20,OAXACA,127,SAN CRISTOBAL AMOLTEPEC,1252
1138,20,OAXACA,128,SAN CRISTOBAL LACHIRIOAG,1342
1139,20,OAXACA,129,SAN CRISTOBAL SUCHIXTLAHUACA,356
1140,20,OAXACA,130,SAN DIONISIO DEL MAR,5180
1141,20,OAXACA,131,SAN DIONISIO OCOTEPEC,11411
1142,20,OAXACA,132,SAN DIONISIO OCOTLAN,1380
1143,20,OAXACA,133,SAN ESTEBAN ATATLAHUCA,3934
1144,20,OAXACA,134,SAN FELIPE JALAPA DE DIAZ,28500
1145,20,OAXACA,135,SAN FELIPE TEJALAPAM,8231
1146,20,OAXACA,136,SAN FELIPE USILA,12191
1147,20,OAXACA,137,SAN FRANCISCO CAHUACUA,3450
1148,20,OAXACA,138,SAN FRANCISCO CAJONOS,451
1149,20,OAXACA,139,SAN FRANCISCO CHAPULAPA,2195
1150,20,OAXACA,140,SAN FRANCISCO CHINDUA,812
1151,20,OAXACA,141,SAN FRANCISCO DEL MAR,8710
